movie_name,movie_reviews_mix
ANT-MAN,"2 legs bad; 6 legs better OK, so I will probably target the wrath of a legion of fan-boys but as a PhD Physicist I will categorically state that much of the science in the Marvel universe is total nonsense. For example, it requires a certain suspension of belief that whole cities can be levitated. But it's called ""Science Fiction"" for a reason, right? ""Ant Man"" pushes that suspension of belief to whole new levels. The concept that a miniaturised man, were such a thing even possible, could exert the same moment and force as a full sized person would make Newton spin in his grave.
With these nagging doubts I watched the trailer increasingly comfortable in my view that, (even with a free cinema pass), this was a film I would avoid like the plague. That was until the final scene, featuring Thomas the Tank engine, that was ludicrously and surprisingly comical. Could it be that, like last year's ""Guardians of the Galaxy"", Marvel had pulled its pompous head out of its ass and come up with an 'Avengers-lite' that could entertain a broader audience? I decided to risk it. And I was glad I did.
Paul Rudd (""Friends"", ""Anchorman"") plays ex-con Scott Lang who is recruited by brilliant scientist and would-be superhero Dr Hank Pym (Michael Douglas) and his gorgeous daughter Hope (""Lost"" and ""The Hobbit""'s Evangeline Lilly) to steal a jacket. (No, really). The owner of said jacket, albeit a high-tech jacket, is businessman and all-round bad-guy Darren Cross (Corey Stoll), with evil intent. (You can tell he's evil by what he does to a cute little lamb - this is the worst viewing for sheep since ""Far from the Madding Crowd"".) By miniaturising Lang and securing the help of an army of ants, the stage is set for a heist of a most unusual kind.
This sounds ridiculous to even write. So why does it work? First up, the script by Edgar Wright ( of ""3 Flavours Cornetto"" fame), Adam McKay (""The Other Guys""), Joe Cornish and Paul Rudd himself is as tight as a drum, with some situations and lines that are downright hilarious. A couple of brilliant lip sync scenes, one featuring the requisite Stan Lee cameo, are grin-inducing pleasures.
Supporting the screenplay, the three leading players pull off their roles with enormous panache. Rudd is hugely likable, with all of the smart-whip humour of Downey Jnr.'s ""Iron Man"" but with none of the appalling arrogance. Michael Douglas, in his one outing this year, seems to be revelling in his role and (presumably with the help of some clever makeup and/or CGI) looking very dapper in the 1987 version of his character. And Evangeline Lilly enters the Avenger's world with a bang and looks very comfortable there. In an effective supporting role, Michael Peña (""American Hustle"") adds a comic lightness of touch as fellow robber Luis. Abby Ryder Fortson also deserves special mention (and an Oscar for cuteness) as Lang's young daughter.
Whilst real fan-boys might object to the flippant nature of the film, there are a number of clever cross-overs into the 'mainstream' ""Avengers"" films, with one B-list Avenger guest star and (eventually) an A-list appearance. And (as is common in these films, and notable as 80% of the audience stayed in their seats for the full credits) there is both a mid-credits scene (that's a set-up for the sequel) and a final post-credit scene that (so I'd told) is hugely significant for next year's ""Captain America: Civil War"" (in which Rudd is set to reprise his ""Ant Man"" role).
The director is Peyton Reed, whose limited movie portfolio to date includes Jim Carrey's ""Yes Man"" and ""Bring it On"".
As I found myself thoroughly enjoying the experience, my rating, against all the odds, is twice what I expected it to be. I can't believe I'm saying this
 but I recommend you go see this for a fun movie summer experience."
ANT-MAN,The world's smallest superhero! 
ANT-MAN,"Second most underrated MCU film. Ant-Man is great Heist film disguised as a superhero film. With great performances all around, I'm surprised it doesn't get the attention it deserves. Definitely a must-see-movie."
ANT-MAN,"This movie gets too much hate for no reason This is the most underrated Marvel movie in my opinion. I heard so much bad about it, but I really enjoyed it! It was funny, full of action & had a wholesome ending."
ANT-MAN,"One of the best superhero movies yet I went into this flick not expecting much. I'm not an Ant Man fan so I was not waiting in anticipation for this as much as I wanted to see Age of Ultron.
The character that Paul Rudd plays in this movie is not the Ant Man I wanted to see, and Micheal Douglas' role as Hank Pym, the original Ant man only made me want to see him dawn the suit even more, cause Micheal Douglas was everything a superhero should be in this movie, Charming, really good dialog, and ready for action.
Overall, Ant Man surprised me. It was one of the more unique superhero movies out. Ant Man did things far beyond just punching and kicking that a lot of superheroes are doing on the big screen and went places no other super hero could go making for an action packed adventure. As cool as Ant Man was when he was regular size beating up the bad guys, was as good as when he was shrunken, riding and controlling ants in a world only he can go to.
The villain Darren Cross was actually pretty good too. Not as good as Loki, but just as psycho.
Once again, not an Ant Man fan but this movie is changing my mind. I'm so impressed with what Paul Rudd did with the character.
Not only that, but it's a great Marvel comic movie, in how it intertwines with the whole Marvel cinematic Universe.
Definitely recommend seeing in 3D cause it's that type of movie that deserves it."
ANT-MAN,"One of my favorite Superhero Flicks By far the most underrated Marvel film ever made, Ant-Man is an incredibly fun little action flick that will make you smile from ear to ear. No drama, no bs, Ant-Man's pure focus is to bring a good time to the audience- and it truly succeeds. Between the fun visual gags, quirky sense of humor, and Rudd's charming antics- there is very little do dislike about this movie. The only flaw I really have with the film is the villain. Corey Stoll certainly tries his best in his role as Darren Cross, but it can often be a little too much at times, and his character itself feels rather thinly written- obviously to only serve the purpose of being the films antagonist. That all being said, the yellowjacket suit in the film is incredibly well done, and obviously the Ant-Man suit is perfect as well. Besides Stoll, I truly did enjoy all the performances at hand. Rudd is the obvious standout, capturing his signature charm into a peculiar hero I don't think I could ever get tired of. We also have the great Michael Douglas in a great supporting role, as well as Evangeline Lilly and Michael Pena as our other standouts. The film is incredibly entertaining from start to finish. It's almost two hours long, but you'll feel like you'll want more once the credits role, and even more after. In the end, Ant-Man is a criminally underrated little superhero flick (no pun intended) and just may be one of the MCU's best.
My Rating: 9.6/10."
ANT-MAN,"A Marvellous Molecular Metamorphosis... There's a particle that can make you miniature, scale you down the size of ants and even more, and Scott Lang, is just the man, who has the chance to be less than, with Dr. Pym and Hope Van Dyne, there to make sure; that the devious and the scheming Darren Cross, doesn't get the chance to beat them, and to boss, by releasing Yellowjacket, to those called Hydra and their racket, causing misery and torment, and great loss.
It's one of those cinematic episodes that gets better with subsequent viewings, a great story and you feel there's genuine chemistry between Paul Rudd, Evangeline Lilly and Michael Douglas - plenty of humour too, well worth a revisit."
ANT-MAN,"It's f-ant-astic. For a few brief moments, the unstoppable juggernaut that is the Marvel Cinematic Universe (MCU) looked like it was about to grind to a halt with Ant-Man. Unlike most other films under the Marvel Studios umbrella, this production has been haunted by doubt and dissension. Fans were nervous about the narrative decisions to relegate Hank Pym – the original Ant-Man in the comic books – to the sidelines, while killing off his wife Janet Van Dyne (who, as the Wasp, is one of the founding members of the Avengers). Then came that hugely publicised parting of the ways between Marvel and original director Edgar Wright, who oozes so much geek cred that people understandably mourned his departure from the project after years of development. And yet, the final product – Peyton Reed's Ant-Man – is a fun, frothy delight, one that proves once and for all that Marvel knows precisely what it's doing and where it's going with the most crazily interconnected movie-and-television franchise of all time.
After serving his jail sentence, Scott Lang (Rudd) just wants to reunite with his daughter Cassie and get his life back on track. But he soon discovers that people in the outside world – including his ex- wife Maggie (Greer) and her new cop boyfriend Paxton (Cannavale) – aren't particularly kind to former convicts. Beaten down by circumstances, he agrees to pull off one last heist with his eternally optimistic buddy Luis (Pena). It's a crime that places him squarely in the path of Dr. Hank Pym (Douglas), a retired, semi-reclusive scientist who decides to enlist Scott in his life-long mission of preventing the Pym Particle – a technological breakthrough that allows him to become the super- small, super-strong Ant-Man – from falling into the wrong hands.
Truth be told, Ant-Man gets off to a somewhat shaky start. The tale of an honourable rogue who's looking for a shot at redemption is a well-worn storytelling trope, one that the film initially seems to embrace rather too eagerly. As we watch Scott soldier through a host of tiny indignities, the dialogue – still credited to Wright and his co-writer Joe Cornish, with rewrites by Rudd and Adam McKay – is uninspired, and oftentimes uncomfortably on-the-nose. There's no subtlety here, and the sense of fun that accompanies Scott's attempt to hold down a job in Baskin Robbins feels a wee bit forced.
But the film kicks into higher gear, and stays there, once Scott stumbles onto or, more accurately, steals his second chance. His discovery of the Ant-Man suit and all that entails – working with Hank, meeting Hank's aloof but eminently capable daughter Hope (Lilly), training to prevent Hank's former protégé Darren Cross (Stoll) from replicating the Pym Particle for sale to the highest bidder – give the story the shot of adrenaline it needs. In the blink of an eye, this superhero heist flick finds its feet, and transforms into a whirlwind of action, humour and heart. Reed's camera zigs merrily from Luis' unique method of exposition (brilliant) to Scott's attempts to survive Hope's training (bruisingly hilarious), before zagging into the dark, trembling heart of Hank's troubled relationship with his daughter.
Indeed, what makes Ant-Man work so well is its insistence on respecting its characters and taking their concerns and relationships seriously. This provides the film with an emotional anchor amidst all the madcap chaos and gleeful irreverence. Scott's overpowering love for his young daughter runs parallel to Hank's own concern for Hope, and even Paxton – initially caricaturised as the stereotypical brutish new boyfriend – is given layers and depth beyond what might be expected of a film that seems so silly on the surface. This culminates in the film's best action sequence: one that manages to be utterly ridiculous, as the camera cheekily zooms in and out of a conflict that's entirely proportional to the size of its participants; but also deeply heartfelt, when Scott makes a split-second decision between life and probable death.
For anyone concerned about Ant-Man subsisting in its own little bubble within the MCU, rest assured that there's plenty on display here to please even the most die-hard of fans. The film features not only a welcome cameo from a very popular agent of S.H.I.E.L.D., but also ties Scott firmly into MCU continuity with a hugely pleasing direct reference to Avengers: Age Of Ultron. The subsequent semi-aerial battle that takes place between Ant-Man and a certain Avenger proves that this miniscule hero has what it takes to stand proud alongside the world's mightiest champions. (Stay through the credits, by the way, for two incredibly exciting hints at what's to come for the MCU in the future.)
As with all the other films and television shows in Marvel's burgeoning media empire, the cast of Ant-Man is pitch-perfect. Rudd puts his goofy and amiably sexy charisma to excellent use as Scott, allowing us to believe that this one man can be as silly as he is strong, and as serious as he is funny. Lilly gets the big-screen role she richly deserves in Hope, who's acknowledged at every point in the film as being better, stronger, and more capable than the men around her think she is. Douglas plays a far more palatable version of Dr. Pym (who can be tough to swallow in the comics), and does so with his trademark charm and magnetism, while Stoll gives good psychopath as the increasingly unhinged, patently cruel Cross.
Ant-Man may not edge out the other films that make up Phase Two of the MCU in a straw poll – it does, after all, face some pretty serious competition in what has been an unbroken run of truly excellent superhero films. But it's an incredibly solid effort: smart, rich, deep and funny, teeming with ideas, genres and the potential for so much more. Now if that doesn't make for a great superhero movie, what does?"
ANT-MAN,"It's Those Little Things That Count! Once again, there's a guy who needs to take over the world and side with a horrible group. He has money and fame and yet he has to go over to the dark side. In this case, he has taken previous research and molded it to his own devices. Michael Douglas first developed the ability to close up molecules and make things turn smaller with intense strength and capabilities. Then he loses his wife and drops from the scene. His right hand man, an ambitious jerk moves ahead and plots evil use of the findings. Paul Rudd plays a poor guy who is divorced. He was sent to prison for a burglary which had some unfair circumstances that led to unfair results. Pyn, Michael Douglas's character, realizes that he has to stop the next step or these bad guys will take over the world and brutalize it. Rudd becomes Ant-Man, not just because he can become small, but because he learns to run with the ants. Of course, the whole thing is high on the hokeyness meter, but, then, it is comic book stuff. It is fun and exciting and works pretty well. It leads to some pretty sappy results, but this is not Fellini or Bergman. It's a joyful effort, using the Marvel trademark."
ANT-MAN,"Better than I thought it would be Antman. When I first heard about the plans for this movie I laughed to myself and thought, ""How can becoming smaller be cool?"" Sure enough, Marvel has surpassed my expectations and turned something I thought would be lame and uninteresting into something hilarious and actually pretty cool. I'm not going to include any spoilers, but I will say the fighting style of Antman is much better than I thought it would be. I learned a lot about the story as well as the abilities he has.
Antman gets much more interesting when doing combat. The ability to shrink and grow at will is something Marvel has gotten very creative with.
The language in this film is good enough for my young children to watch. There are no F or GD bombs to ruin the mood and the moment with the family. I'd say I'd surely watch it again."
ANT-MAN,"One of my all time favorite MARVEL superheros movies Ant-Man (2015) is my all time favorite MARVEL film it is my fourth favorite MARVEL film the first three are Captain America trilogy that I love to death while this movie stays right behind them. It is a fun and entertaining film and I have really enjoyed it, I don't have any problem with the film and I never really read the comic about Ant-Man, but watching this movie it is really solid super-hero movie. Ant-Man is MILES way better than Deadpool (2016) who get's so much praise for it! It is MILES way better than Man of Steel, Batman v Superman: Dawn of Justice, X-Men Origins: Wolverine, The Wolverine, X-Men: Days of Future Past, X-Men: Apocalypse and Hulk (2003) those movies really sucked. Ant-Man (2015) is better than those movies that is just my opinion you even have a solid cast. I love that Ant-Man doesn't kill people and when they blow up the building no one is hurt, that makes him a superhero.
I am a big fan of Michael Douglas and he does an excellent job as Hank Pym he was excellent. Paul Rudd as Scott Lang/Ant-Man was incredible. I mostly remember him from Friends when he played Mike, Phoebe's boyfriend and he make the movie with Jennifer Aniston also from Friends) The Object of My Affection (1998) he was terrific in Ant-Man. Evangeline Lilly from Lost and Real Steel is incredible excellent as Hope Pym who is Hank's daughter. Corey Stoll as Darren Cross / Yellowjacket was good at in his acting performance as the villain and last and at least Anthony Mackie as Sam Wilson / Falcon was wonderful to see him in this movie I loved it.
Plot: Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.
I love the film because it has a heart and it has a redemption, everyone deserves a second chance. It also has a strong message bonding estrange father and daughter together. Scott Lang is a former systems engineer at VistaCorp and petty criminal who acquires a suit that allows him to shrink in size but increase in strength. The movie is an origin story of the petty crook Scott Lang who comes into contact with a suit and does his best to make good, and then look at someone like Paul Rudd, who can do slightly unsavory things like break into people's houses and still be charming and who you root for and whose redemption you will find satisfaction in. He becomes Ant-Man and he is doing the right things for his daughter. He's ex wife throws him out while her new boyfriend is a cop pursuing Lang, he has one chance to make this right to be in his daughter's life. REDEMPTION.
I have enjoy the visuals effects and the CGI was pretty good creating Ant-Man I didn't mind it. Checked Ant Man out again very fun entertaining comic book movie that didn't use the alien invasion angle, falling buildings or the world is gonna end, just a simple story, great visual effects and likable characters. The Ant-Man/Falcon fight was bad ass and I loved how Ant-Man defeated him. He saved his daughter Cassie and he showed that he is a good father. In the comics he used pills instead of discs to enlarge and shrink things. I think that was a good change they made.
A final battle scene in the daughters bedroom on her Thomas Tank engine train track, imaginative an original and fun. Marvel's latest may not be their greatest achievement but yet another gamble for a character that is less then popular in that Universe. Adding the legendary Michael Douglas to the cast was pure genius much as Robert Redford played along in The Winter Soldier. The overall movie is fun and the execution of performances are fine but Ant-Man doesn't quite have the punch that I was expecting nor rank in the top five of all the Marvel films thus far. However the character should have a few solo efforts in the pipeline not to mention he's be seen in Civil War and most likely the next two Avenger Infinity War movies.
The rating I give to this film is 10/10 it is my favorite MARVEL film I own it on Blu-ray disc and I enjoy it watching it, it is a pretty damn solid good movie at least for me.
Ant-Man is a 2015 American superhero film based on the Marvel Comics characters of the same name: Scott Lang and Hank Pym. Produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures, it is the twelfth film of the Marvel Cinematic Universe (MCU). The film was directed by Peyton Reed, with a screenplay by Edgar Wright & Joe Cornish and Adam McKay & Paul Rudd, and stars Rudd, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip ""T.I."" Harris, Anthony Mackie, Wood Harris, Judy Greer, David Dastmalchian, and Michael Douglas. In Ant-Man, Lang must help defend Pym's Ant-Man shrinking technology and plot a heist with worldwide ramifications.
10/10 Grade: Bad Ass Seal Of Approval Studio: Marvel Studios Starring: Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll, Bobby Cannavale, Michael Peña, Tip ""T.I."" Harris, Anthony Mackie, Wood Harris, Judy Greer, David Dastmalchian Director: Peyton Reed Producer: Kevin Feige Screenplay: Robert Edgar Wright, Joe Cornish, Adam McKay, Paul Rudd Story by Edgar Wright, Joe Cornish Based on Ant-Man by Stan Lee, Larry Lieber, Jack Kirby Rated: PG-13 Running Time: 1Hr. 57 Mins. Budget: $130.000.000 Box Office: $519,445,163"
ANT-MAN,"Good Laughs and Plenty of New Action In my opinion, this is Marvel's first stab at something close to the comedy genre, and it does a good job with it. It's funny all the way through, it has some pretty horrifying scenes, and it includes a new set of characters fans can immediately fall in love with. There's nothing quite like a criminal becoming one of the most famous superheroes. Paul Rudd outdid himself introducing us to Ant-Man, and I'm really pleased with Marvel's choice to cast him. Michael Douglas plays a very good sarcastic, angry Hank Pym. There are a couple scenes that are a little mediocre, but they're not bad even then. The movie's paced well and has a sleuth of great moments, making it one of my favorite Marvel movies."
ANT-MAN,"Mammoth in its Tiniest Form Had it been too desperate and hopeless, ANT-MAN would have shrunk its way for admission to the almost-complete, Avengers team. But neither such concern nor saving the world from an impending catastrophic destruction, holds weight heavy enough to pull this miniature superhero from his top priority: winning back his daughter. The emotional weight of the narrative comes across as an anomalous content to the generally comedic structure of the film, but they serve purpose for the overall flow of the proceedings, nonetheless.
The film follows Scott Lang (Paul Rudd), who has just been released from prison after committing burglary. He has been prohibited to see his daughter due to his inability to provide financial support, no thanks to his being an ex-con that keeps hindering him from getting a job. He meets the highly-intellectual yet solitary scientist, Hank Pym (Michael Douglas), who has a job for him: pulling off a heist on his ex-protégé, Darren Cross (Corey Stoll), who is in possession of a size-changing prototype, that poses massive amount of threats to worldwide security. Using a military suit that allows him to shrink back and forth, in size, Lang carries on with the mission with the hope that by doing so, he would be able to reclaim and earn the reputation and respect he lost, especially his daughter's.
It's easier to see Ant-Man as a beautiful mess, rather than a well-crafted superhero flick with profound depth and sense . There's a lot of illogical nonsense that always nearly sends the film to wreckage, but there's also so much of the fun side to make up for the eventual narrative shortcoming. At the center of its comic efforts, Paul Rudd's Scott Lang/Ant-Man shines with his general amiability, pulling off his role with credible wit and comic allure. Rudd is such a delight here, and his presence and effortless take on his character make the mostly messed-up flow of the events, extremely palatable. There's also much to say about Michael Douglas, how his character, Pym, easily integrates well with Lang and his daughter, Hope (Evangeline Lily) , to provide a firm and well-knitted character framework. Corey Stoll, on the other hand, is less impressive, barely providing the needed threat to make his presence felt and his belligerence imminent. But on moments where he and Lang engage in beautifully-choreographed fight scenes, the ineptitude gets relegated below the more important aspects of the proceedings, and once it does, the breathtaking visual schemes work under the spotlight, capturing Lang's size-changing skill with epic elaborateness. There's magic in every size shift, and the visual artistry is at its peak to deliver the moment.
Perhaps, one of the most immediately-noticeable difference of Ant-Man from its Marvel fellows is that it doesn't engage, nor rush too much, to explosive battles that generally results to immeasurable destruction. It is noticeably evident on the fact that its most interesting and most jaw-dropping action setpiece, happens in a toy train set. Most importantly, this new addition to the Marvel Cinematic Universe places its comic prowess at the center of its general effort to validate its entry to the franchise, and that is achieved without putting the natural action/adventure tendency of its superhero, nor the inevitable emotional nature of its characters, at risk of getting overshadowed by the rudimentary elements of the narrative.
It's actually hard to gauge ANT-MAN using the same measure that made the rest of its pack, mammoth and omnipotently powerful. But in its own right, and sub-atomic scale, this microscopic superhero is clearly a power behemoth, and it will surely spring back to its even bigger form, once the Avenger call is delivered."
ANT-MAN,"A delightfully entertaining Marvel superhero movie that you'll enjoy from beginning to end, thanks to leading man Paul Rudd's slacker dude charm This reviewer wants to be like Paul Rudd when he turns 46. He first saw the New Jerseyborn actor on the popular sitcom Friends as Phoebe's love interest Mike Hannigan, and loved how he carried off the character with a slacker charm. He then went on to takes on roles in Anchorman: The Legend of Ron Burgundy (2004), The 40 Year Old Virgin (2005) and Knocked Up (2007). Although he played supporting characters in this comedies, there's always that special something which made viewers pay attention.
And now, Rudd is Ant-Man! Yes, a Marvel superhero! If you are like this reader, who isn't a walking encyclopaedia of Marvel history, you probably haven't heard of Ant-Man. Who can take a superhero with a name like that seriously? Not us. Are you sure you need Ant-Man when you've already got Iron Man, Thor, Hulk, Captain America, Black Widow and Hawkeye from The Avengers?
One thing we are setting straight here – we enjoyed Ant-Man more than the recent The Avengers: Age of Ultron.
The Peyton Reed directed movie, which is also the 12th installment of the Marvel Cinematic Universe (who's keeping count, really?), sees protagonist Scott Lang (Rudd) help Dr Hank Pym (the always reliable Michael Douglas) safeguard the mystery of a technology which allows users to decrease in size but increase in strength. In the movie, you will hear some scientifically complicated terms, but there isn't really much to know. You just need to be aware of the fact that there is a need to stop a heist that will destroy Earth,
The threat comes in the form of Yellojacket, a thwarted version of the technology helmed by Darren Cross, and coming along for the ride is Dr Pym's daughter Hope van Dyne, and a motley crew of former thieves who will aid Lang save the world.
The 117 minute movie is a very refreshing change from the slew of superhero movies we've been seeing. No overwrought emotions, no excessive self righteousness and no overbearingly dark tones. What you get instead, is a very likable protagonist (thanks to Rudd's appeal, of course) who is an everyman you want to root for. The result is a superhero movie that makes you sit up and watch, laugh and enjoy till the very last minute.
Because it is backed up by a major studio, you can still expect the usual special effects, big explosions and well choreographed action sequences. These are enough to keep fans of Hollywoodblockbusters happy, and to have them feeling that the movie is well worth the price of the ticket.
Credit goes to a wonderful ensemble cast, which includes Evangeline Lilly (The Hobbit series, TV's Lost) as the serious but well intending daughter, Corey Stoll (Dark Places, TV's House of Cards) as the villainous disciple and Bobby Cannavale (Blue Jasmine, Chef) as a stepfather to Lang's daughter, as well as Michael Pena (End of Watch, American Hustle), rapper Tip ""T I"" Harris and David Dastmalchian (The Glass Menagerie, Buried Child) as Lang's amusing but resourceful friends.
In this day and age where everyone takes everything too seriously, this is one superhero movie that you'll fine immensely entertaining and enjoyable, without compromising on storytelling and action. Oh, you should also stick around to watch not one, but two end credit scenes which will eventually take the Internet by storm."
ANT-MAN,"Bursting with Personality Ant-Man has been through a very long development, it was started with Edgar Wright committing to write and direct the film, but years went by and Marvel finally has a studio of its own, manipulations do compromise Wright's vision which lead him leaving the project. In spite of that issue, the film spares much of his screenplay as it still has his trademarks all over the place. While it's delightful to notice those sequences being left intact, there is still a dejected feeling of what it could have been if he actually handled it entirely. For now, most of the style is basic Marvel. As a movie itself, it's quite refreshing to see a superhero film that doesn't contain much heavy handed explosions compared to the last few films they gave us. And it's a good reminder that joy can still be found in this genre even at its smaller scale, thanks to its engaging cast and downright appealing personality.
The movie doesn't involve stopping some mass destruction or a general build up for future installments (the reference still exists, but isn't exactly the priority.) People may brag about this as going back to the basic mold of origin stories where you see outcasts living in a city having unexpected fate of becoming a superhero. The difference however is the premise is a lot sillier that is taken with vast self-awareness through that concept. The entirety is basically a mix between family drama and smart comedy. The comedic side is where it thoroughly shines, the film finding energy through its visuals and each actor's charisma. The drama on the other hand is basically to establish the character's pathos through their backstories. It's not quite subtle, but fits enough to breathe after a set of sillier spectacles.
The major plot is basically just a heist, except the main character has the ability to alter his own scale while spectators and their enemies are constantly being flummoxed about what exactly is happening. It's simple, but there is so much going on and yet it is made easily exciting by its own personality and crazier imaginations, you can identify that most of the creativity came from Wright's idea. How the movie recreates his style from the script is fine and it's admirable to retain the same quirk and energy from the vision at some points. At the other scenes, it's typical Marvel flare, and as said, it looks cool, but it's more remarkable at the less conventional turns.
Paul Rudd brings real charisma and some depth to Scott Lang, keeping him from being a generic anti-hero. Michael Douglas establishes actual depth within Hank Pym in a lot of moments. Corey Stoll embraces his almost unbelievably inhumane role, which strangely makes it an effectively menacing villain. Evangeline Lilly appears to be more than a love interest and that is alright. Michael Peña steals all of his scenes, which a role that could have been just another comic-relief, he makes all of his character's greatest comedic moments remarkably delightful.
It's still quite inevitable to keep bringing up the supposed-to-be helmer of Ant-Man, because his fingerprints are really there, while it's actually nice to see it hinting every once in a while, it also feels somewhat exasperating for what daring opportunity it could have been. We'll never know the answer. Still, Ant-Man brings a sheer amount of fun. It's filled with comicbook enthusiasm and memorable laughs that appropriately sticks through its actually preposterous property. The cast helps bringing all of it to life, from levity to gravity. The action is executed with affecting weirdness. Ant-Man is best when it's weirder, because that is where it speaks its own flavor."
ANT-MAN,"I was not expecting this... Brilliant addition to the MCU. AntMan is a lesser know character of marvels but by no means does that effect the quality of this movie. First off I thought that the casting of this film wasn't going to work, that been Paul Rudd mainly, just because I have read a few of the AntMan comics and didn't think it was going to work, I was wrong he is brilliant, hilarious and believable, all of the jokes he made actually made laugh out load which doesn't happen much. Michael Pena was great in this film, he plays the same kind of character he always seems too, but it really works, especially the story telling scenes were hilarious. This was a all round well cast film.
The action and CGI Was great, on first thoughts I thought when AntMan shrinks down that the CGI would take you out of the movie but let me tell you it doesn't, it's awesome! Especially seeing the world from that size and scenes where AntMan is shrinking and enlarging when fighting i thought would get a little too much but the honestly don't.
All around I AntMan felt different to all the other MCU movies that have come out, but a good different. A well cast,directed and acted film that will be a welcome addition to my marvel collection."
ANT-MAN,Something's not Wright here 
ANT-MAN,"Size Does Not Matter I was not really aware of a Marvel character named Ant-Man until recently when articles and trailers about this film began coming out. I was not really that excited until I learned that he was actually one of the original Avengers, then that really got my interest piqued to go watch this one and learn about this previously unfamiliar superhero.
Hank Pym was a noted scientist who discovered how to reduce the distance between atoms, enabling objects to be shrunk. Pym suppressed his discovery because of its dangers, which led to the death of his wife. Obsessed, his protégé Darren Cross eventually develops his own shrinking technology but with less than noble purposes in mind.
In order to prevent potential disaster, Pym decided to recruit Scott Lang, an electronics engineer turned petty burglar, to steal Cross' Yellowjacket project. To be able to achieve this mission, Pym, along with his daughter Hope van Dyne, trained Lang to become a micro- superhero who can communicate and command ants to do his bidding -- the Ant-Man.
I did not know anything about the Ant-Man, his origin and abilities going in, but this film made me a new fan of this cool superhero. Director Peyton Reed only had mostly comedies like ""Bring It On"" (2000), ""Down with Love"" (2003) and ""The Break-Up"" (2006) in his resume. But with his first foray into the superhero genre, he totally made ""Ant-Man"" an exciting and riveting film that holds your attention from beginning to end with its excellent action and crackling humor. Reed took over from original director/scriptwriter Edward Wright, who dropped out of the project citing creative differences with Disney.
For me, the casting of 46 year old Paul Rudd in the lead role came totally from left field. Since his breakthrough role as Josh in ""Clueless"" (1995), Rudd was only relegated playing mainly supporting roles in small unmemorable comedies. However, like his ""Parks and Recreation"" co-star Chris Pratt's success as Peter Quill/Star Lord before him, Rudd actually fit right into character as Scott Lang. Rudd had that good-boy charm which was able to make us sympathetic to this small-time crook desperately wanting to do good for the sake of his daughter Cassie (played by Abby Ryder Fortson).
Evangeline Lilly proved that the action skills she showed as the elf Tauriel in the last two Hobbit films were no fluke. Her Hope van Dyne is fierce with attitude, with toned arms and shoulders to boot. I do take exception to her annoying hairstyle that was reminiscent of that worn by Dallas Bryce Howard on ""Jurassic World"". What's up with that ""Dora""-do with the bangs and Hollywood nowadays?
The role of Hank Pym could have been dry and didactic in the hands of another actor, but Michael Douglas really made this character vital and interesting. His sense of humor was on point. His was the character that was connected with everyone else being the original Ant-Man, and he had excellent working chemistry with everyone: Scott, Hope and villain Darren Cross (played by Corey Stoll).
Michael Peña, David Dastmalchian and rapper T.I. played a comical trio of petty crooks with whom Scott hung around. They provide additional humor to the proceedings, especially when things get serious towards the climax. Bobby Cannavale played a clueless cop Paxton who is now the new husband of Scott's ex-wife Maggie (Judy Greer), and step father to Cassie. His character made Scott's life considerably more complicated.
The technical aspects of this film were top rate, particularly the amazing visual effects. I really liked the scenes of Ant-Man interacting with the different types of ants. The fight scene of Ant-Man vs. a special guest Avenger was also very well-executed. Those scenes in little Cassie's room where there was a carpeted play area with a toy Thomas train running on its tracks was way better than how it looked in the trailer. The expert film editing was seamless even as scenes (and the sizes of the characters) were shifting so quickly.
Aside from mentions of Stark, S.H.I.E.L.D. and the Avengers, there were also two scenes in the end credits (one mid-credit, and another one at the very end) which reveal how Ant-Man will fit into the current Marvel Cinematic Universe situation. Unlike the rather disappointing, heavy- handed ""Avengers: Age of Ultron"" right before it, ""Ant-Man"" was entertaining beyond my expectations. Marvel does it again! 9/10."
